DIRECTORIO;NRO_ENCUESTA;SECUENCIA_ENCUESTA;SECUENCIA_P;ORDEN;FEX_C;DEPMUNI;CIUDADES28;Clase;P1987;P1988;P1988S1;P1989;P1990
601401;235;1;1;1;52.887875937;50001;1;Cabecera;1;1;3;1;1
601402;235;1;1;1;67.722323401;50001;1;Cabecera;1;1;3;3;1
601403;235;1;1;1;94.313821292;50001;1;Cabecera;2;1;1;1;1
601404;235;1;1;1;91.919644766;50001;1;Cabecera;2;1;1;2;1
601405;235;1;1;1;44.387223737;50001;1;Cabecera;1;1;3;1;1
601406;235;1;1;1;59.799425317;50001;1;Cabecera;1;1;2;1;1
601407;235;1;1;1;46.702422427;50001;1;Cabecera;1;1;3;1;1
601408;235;1;1;1;48.244019912;50001;1;Cabecera;1;1;3;2;1
601409;235;1;1;1;54.405542737;50001;1;Cabecera;1;1;3;1;1
601410;235;1;1;1;59.309678436;50001;1;Cabecera;2;1;2;1;1
601411;235;1;1;1;62.379062152;50001;1;Cabecera;1;1;1;1;1
601412;235;1;1;1;75.520659973;50001;1;Cabecera;1;1;1;1;1
601413;235;1;1;1;93.593615722;50001;1;Cabecera;1;1;1;1;1
601414;235;1;1;1;113.8225447;50001;1;Cabecera;1;1;1;1;1
601415;235;1;1;1;67.944824206;50001;1;Cabecera;1;1;3;1;1
601416;235;1;1;1;54.344241546;50001;1;Cabecera;1;1;3;1;1
601417;235;1;1;1;70.893643044;50001;1;Cabecera;1;1;3;1;1
601418;235;1;1;1;72.206488285;50001;1;Cabecera;2;1;2;2;1
601419;235;1;1;1;104.05376433;50001;1;Cabecera;1;1;1;1;1
601420;235;1;1;1;63.0280353;50001;1;Cabecera;1;1;3;1;1
601421;235;1;1;1;70.804865811;50001;1;Cabecera;2;1;3;2;1
601422;235;1;1;1;100.3633121;50001;1;Cabecera;5;2;;4;1
601423;235;1;1;1;66.762068176;50001;1;Cabecera;2;1;3;2;1
601424;235;1;1;1;87.277101837;50001;1;Cabecera;2;1;1;2;1
601425;235;1;1;1;100.54803818;50001;1;Cabecera;2;1;1;2;1
601426;235;1;1;1;67.686283873;50001;1;Cabecera;1;1;3;2;1
601427;235;1;1;1;71.222607613;50001;1;Cabecera;2;1;3;2;1
601428;235;1;1;1;63.735830878;50001;1;Cabecera;2;1;3;2;1
601429;235;1;1;1;70.298391916;50001;1;Cabecera;2;1;3;2;1
601430;235;1;1;1;59.077582305;50001;1;Cabecera;2;1;2;2;1
601431;235;1;1;1;87.1712026;50001;1;Cabecera;2;1;1;2;1
601432;235;1;1;1;80.386937803;50001;1;Cabecera;1;1;2;1;1
601433;235;1;1;1;83.208639911;50001;1;Cabecera;1;1;1;1;1
601434;235;1;1;1;80.318621203;50001;1;Cabecera;2;1;2;1;1
601435;235;1;1;1;86.012036126;50001;1;Cabecera;2;1;2;2;1
601436;235;1;1;1;70.677667862;50001;1;Cabecera;1;1;2;1;1
601437;235;1;1;1;59.20566185;50001;1;Cabecera;2;1;1;2;1
601438;235;1;1;1;91.459391213;50001;1;Cabecera;2;1;2;2;1
601439;235;1;1;1;94.759993426;50001;1;Cabecera;1;1;1;1;1
601440;235;1;1;1;81.598083326;50001;1;Cabecera;2;1;2;2;1
601441;235;1;1;1;72.206488285;50001;1;Cabecera;1;1;2;1;1
601442;235;1;1;1;87.141633088;50001;1;Cabecera;2;1;2;2;1
601443;235;1;1;1;99.13875783;50001;1;Cabecera;1;1;1;1;1
601444;235;1;1;1;67.740101855;50001;1;Cabecera;2;1;2;2;1
601445;235;1;1;1;52.146348811;50001;1;Cabecera;1;1;3;2;1
601446;235;1;1;1;99.08846212;50001;1;Cabecera;1;1;2;2;1
601447;235;1;1;1;95.556318973;50001;1;Cabecera;1;1;2;1;1
601448;235;1;1;1;83.602055911;50001;1;Cabecera;1;1;2;1;1
601449;235;1;1;1;80.209194568;50001;1;Cabecera;2;1;2;2;1
601450;235;1;1;1;118.00810968;50001;1;Cabecera;2;1;1;2;1
601451;235;1;1;1;85.546109605;50001;1;Cabecera;2;1;3;2;1
601452;235;1;1;1;117.28914017;50001;1;Cabecera;2;1;1;1;1
601453;235;1;1;1;62.244023635;50001;1;Cabecera;1;1;1;2;1
601454;235;1;1;1;98.462637175;50001;1;Cabecera;2;1;1;2;1
601455;235;1;1;1;51.682713635;50001;1;Cabecera;2;1;1;2;1
601456;235;1;1;1;125.91981936;50001;1;Cabecera;2;1;1;2;1
601457;235;1;1;1;117.28914017;50001;1;Cabecera;2;1;1;2;1
601458;235;1;1;1;125.91981936;50001;1;Cabecera;1;1;1;1;1
601459;235;1;1;1;55.528037794;50001;1;Cabecera;3;1;1;2;1
601460;235;1;1;1;98.666998758;50001;1;Cabecera;2;1;1;2;1
601461;235;1;1;1;118.37438438;50001;1;Cabecera;2;1;1;1;1
601462;235;1;1;1;61.198774942;50001;1;Cabecera;1;1;1;2;1
601463;235;1;1;1;57.370443717;50001;1;Cabecera;1;1;1;1;1
601464;235;1;1;1;61.437168661;50001;1;Cabecera;2;1;1;2;1
601465;235;1;1;1;92.443610631;50001;1;Cabecera;2;1;3;2;1
601466;235;1;1;1;48.480434686;50001;1;Cabecera;1;1;1;1;1
601467;235;1;1;1;54.26641786;50001;1;Cabecera;1;1;1;2;1
601468;235;1;1;1;55.528037794;50001;1;Cabecera;2;1;1;3;1
601469;235;1;1;1;61.37161199;50001;1;Cabecera;2;1;1;2;1
601470;235;1;1;1;57.370443717;50001;1;Cabecera;2;1;1;2;1
601471;235;1;1;1;44.372933103;50001;1;Cabecera;2;1;1;2;1
601472;235;1;1;1;104.41830332;50001;1;Cabecera;2;1;3;4;1
601473;235;1;1;1;50.883874633;50001;1;Cabecera;2;1;1;1;1
601474;235;1;1;1;137.9672773;50001;1;Cabecera;2;1;3;2;1
601475;235;1;1;1;59.864328794;50001;1;Cabecera;2;1;1;4;1
601476;235;1;1;1;86.647785942;50001;1;Cabecera;1;1;3;1;1
601477;235;1;1;1;110.30357372;50001;1;Cabecera;2;1;3;2;1
601478;235;1;1;1;46.482694284;50001;1;Cabecera;1;1;1;2;1
601479;235;1;1;1;51.941925486;50001;1;Cabecera;1;1;1;1;1
601480;235;1;1;1;53.928756007;50001;1;Cabecera;1;1;1;1;1
601481;235;1;1;1;65.579630489;50001;1;Cabecera;2;1;1;2;1
601482;235;1;1;1;45.898921871;50001;1;Cabecera;1;1;1;2;1
601483;235;1;1;1;54.149027098;50001;1;Cabecera;1;1;1;2;1
601484;235;1;1;1;123.56660276;50001;1;Cabecera;2;1;3;2;1
601485;235;1;1;1;135.4446468;50001;1;Cabecera;2;1;3;3;1
601486;235;1;1;1;43.894542051;50001;1;Cabecera;1;1;1;1;1
601487;235;1;1;1;48.739379593;50001;1;Cabecera;2;1;1;1;1
601488;235;1;1;1;62.5350062;50001;1;Cabecera;2;1;1;1;1
601489;235;1;1;1;94.888949617;50001;1;Cabecera;1;1;1;1;1
601490;235;1;1;1;66.489056267;50001;1;Cabecera;1;1;2;1;1
601491;235;1;1;1;115.97538287;50001;1;Cabecera;2;1;3;1;1
601492;235;1;1;1;81.516534766;50001;1;Cabecera;1;1;2;1;1
601493;235;1;1;1;99.109743647;50001;1;Cabecera;1;1;1;1;1
601494;235;1;1;1;80.165886602;50001;1;Cabecera;1;1;1;1;1
601495;235;1;1;1;87.137852171;50001;1;Cabecera;1;1;1;1;1
601496;235;1;1;1;93.562883226;50001;1;Cabecera;2;1;1;2;1
601497;235;1;1;1;81.528845598;50001;1;Cabecera;1;1;2;1;1
601498;235;1;1;1;92.341200865;50001;1;Cabecera;1;1;2;1;1
601499;235;1;1;1;94.699507507;50001;1;Cabecera;2;1;1;2;1
601500;235;1;1;1;94.920569156;50001;1;Cabecera;1;1;2;1;1
601501;235;1;1;1;78.75894889;50001;1;Cabecera;1;1;1;2;1
601502;235;1;1;1;85.409683473;50001;1;Cabecera;2;1;2;2;1
601503;235;1;1;1;95.063599733;50001;1;Cabecera;1;1;1;1;1
601504;235;1;1;1;81.598083326;50001;1;Cabecera;2;1;2;2;1
601505;235;1;1;1;40.654265922;50001;1;Cabecera;1;1;1;2;1
601506;235;1;1;1;86.647785942;50001;1;Cabecera;1;1;2;2;1
601507;235;1;1;1;41.976678533;50001;1;Cabecera;1;1;1;1;1
601508;235;1;1;1;45.904676684;50001;1;Cabecera;1;1;1;1;1
601509;235;1;1;1;50.576903147;50001;1;Cabecera;1;1;1;1;1
601510;235;1;1;1;50.468063276;50001;1;Cabecera;1;1;1;1;1
601511;235;1;1;1;40.257710428;50001;1;Cabecera;1;1;1;1;1
601512;235;1;1;1;77.94899293;50001;1;Cabecera;1;1;2;2;1
601513;235;1;1;1;59.133477705;50001;1;Cabecera;1;1;2;1;1
601514;235;1;1;1;48.829433558;50001;1;Cabecera;1;1;1;2;1
601515;235;1;1;1;90.664537029;50001;1;Cabecera;1;1;1;2;1
601516;235;1;1;1;96.824036765;50001;1;Cabecera;1;1;1;2;1
601517;235;1;1;1;102.40486529;50001;1;Cabecera;1;1;1;2;1
601518;235;1;1;1;83.553222159;50001;1;Cabecera;2;1;2;2;1
601519;235;1;1;1;70.860917621;50001;1;Cabecera;2;1;2;2;1
601520;235;1;1;1;66.652143032;50001;1;Cabecera;2;1;2;2;1
601521;235;1;1;1;78.683866065;50001;1;Cabecera;2;1;2;2;1
601522;235;1;1;1;84.029431907;50001;1;Cabecera;2;1;2;1;1
601523;235;1;1;1;79.684618773;50001;1;Cabecera;2;1;2;2;1
601524;235;1;1;1;90.664537029;50001;1;Cabecera;1;1;1;2;1
601525;235;1;1;1;96.824036765;50001;1;Cabecera;1;1;1;2;1
601526;235;1;1;1;75.117229249;50001;1;Cabecera;2;1;2;2;1
601527;235;1;1;1;95.568929029;50001;1;Cabecera;1;1;1;2;1
601528;235;1;1;1;104.25932108;50001;1;Cabecera;1;1;3;1;1
601529;235;1;1;1;73.669108906;50001;1;Cabecera;2;1;2;1;1
601530;235;1;1;1;74.962851022;50001;1;Cabecera;1;1;2;1;1
601531;235;1;1;1;69.556173658;50001;1;Cabecera;2;1;5;1;1
601532;235;1;1;1;74.027975035;50001;1;Cabecera;2;1;2;2;1
601533;235;1;1;1;78.112891401;50001;1;Cabecera;1;1;2;2;1
601534;235;1;1;1;91.352341084;50001;1;Cabecera;1;1;1;2;1
601535;235;1;1;1;95.001625347;50001;1;Cabecera;2;1;1;2;1
601536;235;1;1;1;102.40486529;50001;1;Cabecera;1;1;1;2;1
601537;235;1;1;1;77.958513173;50001;1;Cabecera;1;1;2;1;1
601538;235;1;1;1;75.407218984;50001;1;Cabecera;2;1;3;2;1
601539;235;1;1;1;105.83813374;50001;1;Cabecera;1;1;1;2;1
601540;235;1;1;1;56.643892649;50001;1;Cabecera;2;1;1;2;1
601541;235;1;1;1;95.466951985;50001;1;Cabecera;1;1;1;2;1
601542;235;1;1;1;70.893643044;50001;1;Cabecera;2;1;3;1;1
601543;235;1;1;1;75.407218984;50001;1;Cabecera;2;1;3;2;1
601544;235;1;1;1;71.2976998;50001;1;Cabecera;2;1;3;2;1
601545;235;1;1;1;60.124414951;50001;1;Cabecera;2;1;3;2;1
601546;235;1;1;1;97.854229293;50001;1;Cabecera;1;1;3;1;1
601547;235;1;1;1;90.148255582;50001;1;Cabecera;1;1;1;2;1
601548;235;1;1;1;83.002095827;50001;1;Cabecera;1;1;1;1;1
601549;235;1;1;1;66.366382057;50001;1;Cabecera;2;1;3;1;1
601550;235;1;1;1;57.341357417;50001;1;Cabecera;1;1;3;2;1
601551;235;1;1;1;61.887399485;50001;1;Cabecera;2;1;3;1;1
601552;235;1;1;1;90.048152281;50001;1;Cabecera;1;1;1;2;1
601553;235;1;1;1;91.366015405;50001;1;Cabecera;1;1;1;1;1
601554;235;1;1;1;101.0890836;50001;1;Cabecera;1;1;1;2;1
601555;235;1;1;1;56.819704504;50001;1;Cabecera;2;1;1;2;1
601556;235;1;1;1;111.85223468;50001;1;Cabecera;1;1;1;1;1
601557;235;1;1;1;97.711649234;50001;1;Cabecera;1;1;1;2;1
601558;235;1;1;1;84.24025625;50001;1;Cabecera;1;1;1;2;1
601559;235;1;1;1;56.537638481;50001;1;Cabecera;1;1;1;1;1
601560;235;1;1;1;84.212883054;50001;1;Cabecera;2;1;1;2;1
601561;235;1;1;1;63.375733155;50001;1;Cabecera;2;1;1;2;1
601562;235;1;1;1;67.157236993;50001;1;Cabecera;1;1;1;2;1
601563;235;1;1;1;48.018700525;50001;1;Cabecera;1;1;1;1;1
601564;235;1;1;1;62.554208091;50001;1;Cabecera;2;1;1;2;1
601565;235;1;1;1;60.165585665;50001;1;Cabecera;2;1;1;2;1
601566;235;1;1;1;56.654071892;50001;1;Cabecera;1;1;1;1;1
601567;235;1;1;1;73.438274994;50001;1;Cabecera;2;1;1;2;1
601568;235;1;1;1;61.732683028;50001;1;Cabecera;1;1;1;2;1
601569;235;1;1;1;80.100635577;50001;1;Cabecera;1;1;1;1;1
601570;235;1;1;1;58.875906196;50001;1;Cabecera;2;1;1;1;1
601571;235;1;1;1;102.80344262;50001;1;Cabecera;2;1;3;2;1
601572;235;1;1;1;103.65233722;50001;1;Cabecera;1;1;3;1;1
601573;235;1;1;1;75.551891617;50001;1;Cabecera;2;1;3;1;1
601574;235;1;1;1;67.860297729;50001;1;Cabecera;1;1;2;1;1
601575;235;1;1;1;55.430758414;50001;1;Cabecera;1;1;1;1;3
601576;235;1;1;1;40.654265922;50001;1;Cabecera;1;1;1;1;1
601577;235;1;1;1;107.51504516;50001;1;Cabecera;2;1;1;2;1
601578;235;1;1;1;48.829433558;50001;1;Cabecera;1;1;1;1;1
601579;235;1;1;1;99.909134778;50001;1;Cabecera;1;1;1;1;1
601580;235;1;1;1;106.1549451;50001;1;Cabecera;2;1;1;2;1
601582;235;1;1;1;84.069051871;50001;1;Cabecera;2;1;1;2;1
601583;235;1;1;1;99.711650658;50001;1;Cabecera;2;1;1;2;1
601584;235;1;1;1;105.77264826;50001;1;Cabecera;1;1;1;2;1
601586;235;1;1;1;79.013069573;50001;1;Cabecera;1;1;1;2;1
601587;235;1;1;1;95.35023527;50001;1;Cabecera;2;1;1;2;1
601593;235;1;1;1;66.78996839;50001;1;Cabecera;2;1;3;2;1
601594;235;1;1;1;90.248378497;50001;1;Cabecera;1;1;1;2;1
601595;235;1;1;1;118.37438438;50001;1;Cabecera;2;1;3;2;1
601596;235;1;1;1;100.54295865;50001;1;Cabecera;1;1;1;1;1
601597;235;1;1;1;98.430642531;50001;1;Cabecera;2;1;3;2;1
601598;235;1;1;1;97.17406614;50001;1;Cabecera;2;1;1;2;1
601599;235;1;1;1;77.459229412;50001;1;Cabecera;2;1;3;2;1
601600;235;1;1;1;106.00807215;50001;1;Cabecera;1;1;1;1;1
601601;235;1;1;1;61.01732912;50001;1;Cabecera;1;1;4;2;1
601602;235;1;1;1;64.074867946;50001;1;Cabecera;1;1;2;2;1
601603;235;1;1;1;71.144653566;50001;1;Cabecera;1;1;2;1;1
601604;235;1;1;1;112.81047312;50001;1;Cabecera;2;1;1;2;1
601605;235;1;1;1;126.37493464;50001;1;Cabecera;2;1;3;2;1
601606;235;1;1;1;61.560800577;50001;1;Cabecera;1;1;3;2;1
601607;235;1;1;1;789.56543416;00000;1;Cabecera;2;1;2;2;1
601608;235;1;1;1;527.79237273;00000;1;Cabecera;1;1;1;1;1
601609;235;1;1;1;768.96717433;00000;1;Cabecera;1;1;2;2;1
601610;235;1;1;1;797.30200719;00000;1;Cabecera;1;1;2;1;1
601611;235;1;1;1;1185.4705422;00000;1;Cabecera;1;1;2;2;1
601612;235;1;1;1;1149.2497521;00000;1;Cabecera;2;1;2;2;1
601613;235;1;1;1;863.37384986;00000;1;Cabecera;2;1;2;2;1
601614;235;1;1;1;480.24851354;00000;1;Cabecera;1;1;3;1;1
601615;235;1;1;1;632.36732954;00000;1;Cabecera;1;1;3;1;1
601616;235;1;1;1;591.33404264;00000;1;Cabecera;1;1;3;1;1
601617;235;1;1;1;639.53618508;00000;1;Cabecera;2;1;3;2;1
601618;235;1;1;1;728.84370718;00000;1;Cabecera;1;1;5;1;1
601619;235;1;1;1;844.12725714;00000;1;Cabecera;1;1;2;2;1
601620;235;1;1;1;1010.0693781;00000;1;Cabecera;1;1;5;1;1
601621;235;1;1;1;711.41324573;00000;1;Cabecera;1;1;5;1;1
601622;235;1;1;1;841.88226082;00000;1;Cabecera;1;1;2;1;1
601623;235;1;1;1;537.22462738;00000;1;Cabecera;2;1;2;2;1
601626;235;1;1;1;322.38038307;76001;1;Cabecera;3;1;2;2;1
601627;235;1;1;1;367.8939632;76001;1;Cabecera;2;1;2;2;1
601628;235;1;1;1;306.85357891;76001;1;Cabecera;2;1;2;2;1
601629;235;1;1;1;451.94914284;76001;1;Cabecera;2;1;2;1;1
601630;235;1;1;1;311.29551315;76001;1;Cabecera;3;1;2;2;2
601631;235;1;1;1;256.21406103;76001;1;Cabecera;2;1;2;2;1
601632;235;1;1;1;348.30800061;76001;1;Cabecera;1;1;2;3;1
601633;235;1;1;1;254.74308451;76001;1;Cabecera;2;1;2;1;1
601634;235;1;1;1;230.11841764;76001;1;Cabecera;2;1;2;3;1
601635;235;1;1;1;348.45083518;76001;1;Cabecera;2;1;2;2;1
601636;235;1;1;1;276.220077;76001;1;Cabecera;1;1;2;1;1
601637;235;1;1;1;391.66733473;76001;1;Cabecera;1;1;2;2;1
601638;235;1;1;1;406.73749085;76001;1;Cabecera;1;1;2;1;1
601639;235;1;1;1;554.90214546;76001;1;Cabecera;2;1;2;2;1
601640;235;1;1;1;397.37811865;76001;1;Cabecera;2;1;2;2;1
601641;235;1;1;1;309.45370808;76001;1;Cabecera;1;1;2;1;1
601642;235;1;1;1;321.04436294;76001;1;Cabecera;2;1;2;2;1
601643;235;1;1;1;967.63180052;00000;0;Cabecera;2;1;1;2;1
601644;235;1;1;1;663.22892083;00000;0;Cabecera;1;1;2;2;1
601645;235;1;1;1;908.47999331;00000;0;Cabecera;1;1;1;1;1
601646;235;1;1;1;785.46176088;00000;0;Cabecera;1;1;3;2;1
601647;235;1;1;1;841.51894948;00000;0;Cabecera;2;1;1;3;1
601648;235;1;1;1;663.22892083;00000;0;Cabecera;2;1;1;1;1
601649;235;1;1;1;782.80636206;00000;1;Cabecera;2;1;1;2;1
601650;235;1;1;1;591.95335068;00000;1;Cabecera;1;1;1;2;1
601651;235;1;1;1;553.93137464;00000;1;Cabecera;1;1;9;2;1
601652;235;1;1;1;744.9453609;00000;1;Cabecera;2;1;1;3;1
601653;235;1;1;1;586.93481466;00000;1;Cabecera;1;1;2;1;1
601654;235;1;1;1;1019.2960405;00000;1;Cabecera;1;1;2;1;1
601655;235;1;1;1;282.46137126;00000;1;Cabecera;1;1;1;2;1
601656;235;1;1;1;1047.12291;00000;1;Cabecera;1;1;1;2;1
601657;235;1;1;1;642.40105874;00000;1;Cabecera;1;1;1;1;1
601658;235;1;1;1;282.46137126;00000;1;Cabecera;1;1;1;1;1
601659;235;1;1;1;302.63718349;00000;1;Cabecera;1;1;1;1;1
601660;235;1;1;1;307.13899317;00000;1;Cabecera;2;1;2;2;1
601662;235;1;1;1;696.13354827;00000;1;Cabecera;2;1;1;2;1
601663;235;1;1;1;302.63718349;00000;1;Cabecera;1;1;1;1;1
601664;235;1;1;1;622.59307419;00000;1;Cabecera;2;1;1;2;1
601665;235;1;1;1;582.14576109;00000;1;Cabecera;1;1;1;1;1
601666;235;1;1;1;562.1388476;00000;1;Cabecera;2;1;1;1;1
601667;235;1;1;1;440.19953963;00000;1;Cabecera;2;1;2;2;1
601668;235;1;1;1;900.359503;00000;1;Cabecera;2;1;2;2;1
601669;235;1;1;1;1244.1362535;00000;1;Cabecera;1;1;1;3;1
601670;235;1;1;1;1350.2453771;00000;1;Cabecera;1;1;1;1;1
601671;235;1;1;1;969.19133846;00000;1;Cabecera;1;1;1;1;1
601672;235;1;1;1;680.73239814;00000;1;Cabecera;2;1;1;1;1
601673;235;1;1;1;547.78220665;00000;1;Cabecera;2;1;1;2;1
601674;235;1;1;1;730.92340574;00000;1;Cabecera;2;1;1;2;1
601675;235;1;1;1;744.9453609;00000;1;Cabecera;1;1;1;2;1
601676;235;1;1;1;390.12217089;00000;1;Cabecera;2;1;1;2;1
601677;235;1;1;1;774.78636568;00000;1;Cabecera;1;1;2;1;3
601678;235;1;1;1;688.28684865;00000;1;Cabecera;1;1;1;1;1
601679;235;1;1;1;731.62325554;00000;1;Cabecera;1;1;1;1;1
601680;235;1;1;1;666.31904519;00000;1;Cabecera;2;1;1;2;1
601681;235;1;1;1;81.204067419;73001;1;Cabecera;2;1;2;2;1
601682;235;1;1;1;156.65342509;73001;1;Cabecera;1;1;2;2;1
601683;235;1;1;1;62.463053811;73001;1;Cabecera;2;1;2;2;1
601684;235;1;1;1;83.415778191;73001;1;Cabecera;2;1;2;2;1
601685;235;1;1;1;85.277766018;73001;1;Cabecera;1;1;1;2;1
601686;235;1;1;1;103.73904113;73001;1;Cabecera;1;1;2;2;1
601687;235;1;1;1;89.748742922;73001;1;Cabecera;2;1;2;1;1
601688;235;1;1;1;101.4468364;73001;1;Cabecera;1;1;1;1;1
601689;235;1;1;1;88.772928127;73001;1;Cabecera;1;1;2;2;1
601690;235;1;1;1;75.237230706;73001;1;Cabecera;2;1;2;2;1
601691;235;1;1;1;88.30399876;73001;1;Cabecera;1;1;1;4;1
601692;235;1;1;1;84.910759825;73001;1;Cabecera;1;1;2;1;1
601693;235;1;1;1;106.76527388;73001;1;Cabecera;2;1;2;2;1
601694;235;1;1;1;62.807745329;73001;1;Cabecera;3;1;2;2;1
601695;235;1;1;1;56.96642601;73001;1;Cabecera;3;1;2;2;1
601696;235;1;1;1;96.042658104;73001;1;Cabecera;2;1;1;4;1
601697;235;1;1;1;62.807745329;73001;1;Cabecera;3;1;3;2;1
601698;235;1;1;1;48.038922555;73001;1;Cabecera;2;1;3;2;1
601699;235;1;1;1;55.118377595;73001;1;Cabecera;2;1;3;1;1
601700;235;1;1;1;55.400239304;73001;1;Cabecera;1;1;3;1;1
601701;235;1;1;1;123.18622058;73001;1;Cabecera;2;1;3;2;1
601702;235;1;1;1;111.0605217;73001;1;Cabecera;2;1;3;1;1
601703;235;1;1;1;116.68922141;73001;1;Cabecera;2;1;3;1;1
601704;235;1;1;1;114.68554008;73001;1;Cabecera;2;1;3;2;1
601705;235;1;1;1;48.038922555;73001;1;Cabecera;2;1;2;4;1
601706;235;1;1;1;108.72098793;73001;1;Cabecera;2;1;3;1;1
601707;235;1;1;1;56.295612369;73001;1;Cabecera;2;1;3;2;1
601708;235;1;1;1;98.414300507;73001;1;Cabecera;1;1;3;2;1
601709;235;1;1;1;103.50785328;73001;1;Cabecera;2;1;2;2;1
601710;235;1;1;1;94.184301237;73001;1;Cabecera;1;1;2;2;1
601711;235;1;1;1;70.658713495;73001;1;Cabecera;2;1;2;1;1
601712;235;1;1;1;78.294534175;73001;1;Cabecera;2;1;2;2;1
601713;235;1;1;1;127.4215131;73001;1;Cabecera;2;1;3;2;1
601714;235;1;1;1;76.075296831;73001;1;Cabecera;2;1;2;2;1
601715;235;1;1;1;105.85158826;73001;1;Cabecera;2;1;3;2;1
601717;235;1;1;1;66.720725771;73001;1;Cabecera;1;1;1;4;1
601718;235;1;1;1;66.720725771;73001;1;Cabecera;1;1;2;4;1
601719;235;1;1;1;66.638250545;73001;1;Cabecera;1;1;2;2;1
601720;235;1;1;1;80.983289109;73001;1;Cabecera;2;1;2;2;1
601721;235;1;1;1;89.232934016;73001;1;Cabecera;1;1;2;1;1
601722;235;1;1;1;69.786383698;73001;1;Cabecera;1;1;1;4;1
601723;235;1;1;1;117.8080887;73001;1;Cabecera;2;1;2;2;1
601724;235;1;1;1;69.786383698;73001;1;Cabecera;3;1;1;2;1
601725;235;1;1;1;79.31816357;73001;1;Cabecera;1;1;2;2;1
601726;235;1;1;1;71.951406397;73001;1;Cabecera;2;1;2;2;1
601727;235;1;1;1;80.830238743;73001;1;Cabecera;2;1;3;3;1
601728;235;1;1;1;74.360778347;73001;1;Cabecera;2;1;2;2;1
601729;235;1;1;1;64.180907558;73001;1;Cabecera;1;1;3;1;1
601730;235;1;1;1;61.088163919;73001;1;Cabecera;1;1;3;1;1
601731;235;1;1;1;116.78014268;73001;1;Cabecera;2;1;2;1;1
601732;235;1;1;1;92.47513174;73001;1;Cabecera;1;1;2;2;1
601733;235;1;1;1;80.109036576;73001;1;Cabecera;1;1;3;1;1
601734;235;1;1;1;100.38705077;73001;1;Cabecera;1;1;2;2;1
601735;235;1;1;1;80.109036576;73001;1;Cabecera;1;1;3;1;1
601736;235;1;1;1;101.18166525;73001;1;Cabecera;2;1;2;2;1
601737;235;1;1;1;84.443418554;73001;1;Cabecera;2;1;2;1;1
601738;235;1;1;1;83.229839092;73001;1;Cabecera;2;1;3;1;1
601739;235;1;1;1;107.24816529;73001;1;Cabecera;2;1;2;2;1
601740;235;1;1;1;96.312612139;73001;1;Cabecera;2;1;2;3;1
601741;235;1;1;1;91.891887242;73001;1;Cabecera;2;1;2;3;1
601742;235;1;1;1;115.56933599;73001;1;Cabecera;2;1;1;2;1
601743;235;1;1;1;59.715203238;73001;1;Cabecera;1;1;2;1;1
601744;235;1;1;1;75.060816493;73001;1;Cabecera;2;1;2;3;1
601745;235;1;1;1;104.48576264;73001;1;Cabecera;2;1;2;2;1
601746;235;1;1;1;110.29288439;73001;1;Cabecera;1;1;1;2;1
601747;235;1;1;1;103.45119222;73001;1;Cabecera;2;1;1;1;1
601748;235;1;1;1;86.49468548;73001;1;Cabecera;1;1;2;2;1
601749;235;1;1;1;104.81789167;73001;1;Cabecera;1;1;2;2;1
601750;235;1;1;1;123.40452152;73001;1;Cabecera;1;1;2;1;1
601751;235;1;1;1;112.59122474;73001;1;Cabecera;1;1;1;2;1
601752;235;1;1;1;95.420224504;73001;1;Cabecera;1;1;2;1;1
601753;235;1;1;1;78.630469642;73001;1;Cabecera;2;1;2;2;1
601754;235;1;1;1;107.9271096;73001;1;Cabecera;2;1;1;2;1
601755;235;1;1;1;83.975405195;73001;1;Cabecera;1;1;2;2;1
601756;235;1;1;1;126.06778729;73001;1;Cabecera;2;1;2;2;1
601757;235;1;1;1;39.623772339;73001;1;Cabecera;2;1;2;2;1
601758;235;1;1;1;46.280423497;73001;1;Cabecera;1;1;2;2;1
601759;235;1;1;1;113.36189182;73001;1;Cabecera;2;1;2;2;1
601760;235;1;1;1;52.267454089;73001;1;Cabecera;2;1;2;2;1
601761;235;1;1;1;36.621273863;73001;1;Cabecera;2;1;2;2;1
601762;235;1;1;1;111.54116752;73001;1;Cabecera;1;1;2;2;1
601763;235;1;1;1;55.561845952;73001;1;Cabecera;1;1;2;2;1
601764;235;1;1;1;40.082974728;73001;1;Cabecera;2;1;2;2;1
601765;235;1;1;1;66.574506891;73001;1;Cabecera;2;1;3;2;1
601766;235;1;1;1;79.636407988;73001;1;Cabecera;1;1;3;1;1
601767;235;1;1;1;98.640140522;73001;1;Cabecera;2;1;2;2;1
601768;235;1;1;1;93.424114141;73001;1;Cabecera;1;1;2;2;1
601769;235;1;1;1;106.42371715;73001;1;Cabecera;1;1;2;2;1
601770;235;1;1;1;110.85277201;73001;1;Cabecera;2;1;2;2;1
601771;235;1;1;1;58.882261246;73001;1;Cabecera;1;1;3;1;1
601772;235;1;1;1;57.733091072;73001;1;Cabecera;1;1;3;1;1
601773;235;1;1;1;53.406024384;73001;1;Cabecera;1;1;3;1;1
601774;235;1;1;1;64.591848744;73001;1;Cabecera;1;1;3;1;1
601775;235;1;1;1;53.509321106;73001;1;Cabecera;1;1;2;1;1
601776;235;1;1;1;145.11956969;00000;0;Centro poblado y rur;1;1;2;3;1
